School Year,State,NCES LEA ID,LEA,School,NCES SCH ID,Data Group,Data Description,Value,Denominator,Numerator,Population,Subgroup,Characteristics,Age/Grade,Academic Subject,Program Type,Outcome
2010-2011,OREGON,4107530,Long Creek SD 17,,,584,Reading/Language Arts,GE50,15,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4107590,Lowell SD 71,,,583,Mathematics,45-49,166,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4107590,Lowell SD 71,,,584,Reading/Language Arts,65-69,166,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4107710,Mapleton SD 32,,,583,Mathematics,35-39,89,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4107710,Mapleton SD 32,,,584,Reading/Language Arts,65-69,88,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4107740,Marcola SD 79J,,,583,Mathematics,60-64,92,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4107740,Marcola SD 79J,,,584,Reading/Language Arts,80-84,92,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4107980,McKenzie SD 68,,,583,Mathematics,40-44,115,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4107980,McKenzie SD 68,,,584,Reading/Language Arts,75-79,115,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108010,McMinnville SD 40,,,583,Mathematics,71,3529,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108010,McMinnville SD 40,,,584,Reading/Language Arts,82,3537,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108040,Medford SD 549C,,,583,Mathematics,56,6568,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108040,Medford SD 549C,,,584,Reading/Language Arts,80,6554,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108160,Milton-Freewater Unified SD 7,,,583,Mathematics,44,1047,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108160,Milton-Freewater Unified SD 7,,,584,Reading/Language Arts,73,1034,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108280,Mitchell SD 55,,,583,Mathematics,60-79,30,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108280,Mitchell SD 55,,,584,Reading/Language Arts,GE80,30,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108310,Molalla River SD 35,,,583,Mathematics,61,1515,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108310,Molalla River SD 35,,,584,Reading/Language Arts,78,1512,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108430,Monroe SD 1J,,,583,Mathematics,63,252,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108430,Monroe SD 1J,,,584,Reading/Language Arts,89,254,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108460,Monument SD 8,,,583,Mathematics,GE80,24,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108460,Monument SD 8,,,584,Reading/Language Arts,GE80,24,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108520,Morrow SD 1,,,583,Mathematics,56,1177,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108520,Morrow SD 1,,,584,Reading/Language Arts,75,1175,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108550,Mt Angel SD 91,,,583,Mathematics,62,356,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108550,Mt Angel SD 91,,,584,Reading/Language Arts,78,355,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4100640,Myrtle Point SD 41,,,583,Mathematics,43,351,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4100640,Myrtle Point SD 41,,,584,Reading/Language Arts,75,347,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108650,Neah-Kah-Nie SD 56,,,583,Mathematics,60,389,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108650,Neah-Kah-Nie SD 56,,,584,Reading/Language Arts,87,389,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108700,Nestucca Valley SD 101J,,,583,Mathematics,60,275,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108700,Nestucca Valley SD 101J,,,584,Reading/Language Arts,78,272,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108720,Newberg SD 29J,,,583,Mathematics,68,2748,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108720,Newberg SD 29J,,,584,Reading/Language Arts,86,2743,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108820,North Bend SD 13,,,583,Mathematics,56,1523,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108820,North Bend SD 13,,,584,Reading/Language Arts,78,1537,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108830,North Clackamas SD 12,,,583,Mathematics,68,9347,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108830,North Clackamas SD 12,,,584,Reading/Language Arts,82,9307,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4104350,North Douglas SD 22,,,583,Mathematics,75-79,192,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4104350,North Douglas SD 22,,,584,Reading/Language Arts,90-94,193,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4111400,North Lake SD 14,,,583,Mathematics,35-39,125,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4111400,North Lake SD 14,,,584,Reading/Language Arts,75-79,125,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108880,North Marion SD 15,,,583,Mathematics,51,1058,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108880,North Marion SD 15,,,584,Reading/Language Arts,73,1049,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108940,North Powder SD 8J,,,583,Mathematics,60-64,130,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108940,North Powder SD 8J,,,584,Reading/Language Arts,80-84,130,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4100020,North Santiam SD 29J,,,583,Mathematics,54,1307,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4100020,North Santiam SD 29J,,,584,Reading/Language Arts,79,1300,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4100048,North Wasco County SD 21,,,583,Mathematics,50,1569,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4100048,North Wasco County SD 21,,,584,Reading/Language Arts,73,1566,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109000,Nyssa SD 26,,,583,Mathematics,59,640,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109000,Nyssa SD 26,,,584,Reading/Language Arts,81,637,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109120,Oakland SD 1,,,583,Mathematics,59,288,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109120,Oakland SD 1,,,584,Reading/Language Arts,82,288,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109150,Oakridge SD 76,,,583,Mathematics,51,297,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109150,Oakridge SD 76,,,584,Reading/Language Arts,75,296,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4100049,ODE LTCT District,,,583,Mathematics,15-19,93,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4100049,ODE LTCT District,,,584,Reading/Language Arts,45-49,92,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4100043,ODE YCEP District,,,583,Mathematics,20-24,159,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4100043,ODE YCEP District,,,584,Reading/Language Arts,50-54,157,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109270,Ontario SD 8C,,,583,Mathematics,56,1239,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109270,Ontario SD 8C,,,584,Reading/Language Arts,70,1233,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109330,Oregon City SD 62,,,583,Mathematics,65,4494,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109330,Oregon City SD 62,,,584,Reading/Language Arts,84,4488,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4100009,Oregon Department of Education,,,583,Mathematics,57,279,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4100009,Oregon Department of Education,,,584,Reading/Language Arts,80,280,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4110890,Oregon Trail SD 46,,,583,Mathematics,64,2216,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4110890,Oregon Trail SD 46,,,584,Reading/Language Arts,78,2218,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109430,Paisley SD 11,,,583,Mathematics,50-59,58,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109430,Paisley SD 11,,,584,Reading/Language Arts,GE90,58,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109480,Parkrose SD 3,,,583,Mathematics,50,1868,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109480,Parkrose SD 3,,,584,Reading/Language Arts,70,1838,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109510,Pendleton SD 16,,,583,Mathematics,61,1724,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109510,Pendleton SD 16,,,584,Reading/Language Arts,81,1726,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109530,Perrydale SD 21,,,583,Mathematics,50-54,174,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109530,Perrydale SD 21,,,584,Reading/Language Arts,85-89,174,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109600,Philomath SD 17J,,,583,Mathematics,65,892,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109600,Philomath SD 17J,,,584,Reading/Language Arts,84,890,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109630,Phoenix-Talent SD 4,,,583,Mathematics,57,1446,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109630,Phoenix-Talent SD 4,,,584,Reading/Language Arts,77,1452,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109660,Pilot Rock SD 2,,,583,Mathematics,70-74,190,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109660,Pilot Rock SD 2,,,584,Reading/Language Arts,80-84,190,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109690,Pine Creek SD 5,,,583,Mathematics,PS,2,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109690,Pine Creek SD 5,,,584,Reading/Language Arts,PS,2,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109720,Pine Eagle SD 61,,,583,Mathematics,60-64,87,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109720,Pine Eagle SD 61,,,584,Reading/Language Arts,80-84,87,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109750,Pinehurst SD 94,,,583,Mathematics,60-79,25,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109750,Pinehurst SD 94,,,584,Reading/Language Arts,GE80,25,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109870,Pleasant Hill SD 1,,,583,Mathematics,62,460,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109870,Pleasant Hill SD 1,,,584,Reading/Language Arts,84,462,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4109960,Plush SD 18,,,583,Mathematics,PS,5,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4109960,Plush SD 18,,,584,Reading/Language Arts,PS,5,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4110020,Port Orford-Langlois SD 2CJ,,,583,Mathematics,65-69,131,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4110020,Port Orford-Langlois SD 2CJ,,,584,Reading/Language Arts,85-89,134,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4110040,Portland SD 1J,,,583,Mathematics,65,23149,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4110040,Portland SD 1J,,,584,Reading/Language Arts,80,23047,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4110080,Powers SD 31,,,583,Mathematics,50-54,62,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4110080,Powers SD 31,,,584,Reading/Language Arts,70-74,64,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4110110,Prairie City SD 4,,,583,Mathematics,75-79,79,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4110110,Prairie City SD 4,,,584,Reading/Language Arts,80-84,80,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4110200,Prospect SD 59,,,583,Mathematics,30-34,112,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4110200,Prospect SD 59,,,584,Reading/Language Arts,55-59,116,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4103265,Rainier SD 13,,,583,Mathematics,54,590,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4103265,Rainier SD 13,,,584,Reading/Language Arts,79,591,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4110350,Redmond SD 2J,,,583,Mathematics,60,3547,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4110350,Redmond SD 2J,,,584,Reading/Language Arts,80,3546,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4110410,Reedsport SD 105,,,583,Mathematics,45,333,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4110410,Reedsport SD 105,,,584,Reading/Language Arts,67,333,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4110520,Reynolds SD 7,,,583,Mathematics,47,5996,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4110520,Reynolds SD 7,,,584,Reading/Language Arts,67,5938,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4110530,Riddle SD 70,,,583,Mathematics,51,207,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4110530,Riddle SD 70,,,584,Reading/Language Arts,70,210,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4110560,Riverdale SD 51J,,,583,Mathematics,85,313,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4110560,Riverdale SD 51J,,,584,Reading/Language Arts,94,313,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4110680,Rogue River SD 35,,,583,Mathematics,50,538,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4110680,Rogue River SD 35,,,584,Reading/Language Arts,74,536,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4110820,Salem-Keizer SD 24J,,,583,Mathematics,65,21165,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4110820,Salem-Keizer SD 24J,,,584,Reading/Language Arts,78,21065,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4108100,Santiam Canyon SD 129J,,,583,Mathematics,61,291,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4108100,Santiam Canyon SD 129J,,,584,Reading/Language Arts,77,289,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4110980,Scappoose SD 1J,,,583,Mathematics,59,1251,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4110980,Scappoose SD 1J,,,584,Reading/Language Arts,82,1238,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4111040,Scio SD 95,,,583,Mathematics,60,1703,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4111040,Scio SD 95,,,584,Reading/Language Arts,86,1708,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4111100,Seaside SD 10,,,583,Mathematics,55,797,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4111100,Seaside SD 10,,,584,Reading/Language Arts,83,788,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4111220,Sheridan SD 48J,,,583,Mathematics,42,548,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4111220,Sheridan SD 48J,,,584,Reading/Language Arts,68,553,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4111250,Sherman County SD,,,583,Mathematics,60-64,127,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4111250,Sherman County SD,,,584,Reading/Language Arts,75-79,127,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4111290,Sherwood SD 88J,,,583,Mathematics,77,2714,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4111290,Sherwood SD 88J,,,584,Reading/Language Arts,92,2716,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4111450,Silver Falls SD 4J,,,583,Mathematics,71,1941,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4111450,Silver Falls SD 4J,,,584,Reading/Language Arts,84,1954,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4111490,Sisters SD 6,,,583,Mathematics,74,692,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4111490,Sisters SD 6,,,584,Reading/Language Arts,89,693,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4105100,Siuslaw SD 97J,,,583,Mathematics,52,745,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4105100,Siuslaw SD 97J,,,584,Reading/Language Arts,81,744,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4105020,South Harney SD 33,,,583,Mathematics,LT50,7,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4105020,South Harney SD 33,,,584,Reading/Language Arts,GE50,7,,All Students,All Students,,All Grades,Reading/Language Arts,,
2010-2011,OREGON,4111580,South Lane SD 45J3,,,583,Mathematics,57,1500,,All Students,All Students,,All Grades,Mathematics,,
2010-2011,OREGON,4111580,South Lane SD 45J3,,,584,Reading/Language Arts,82,1495,,All Students,All Students,,All Grades,Reading/Language Arts,,
